logFC,AveExpr,t,P.Value,adj.P.Val,B,Symbol
7.50042442669957,5.15393699659504,17.3276452487909,2.08149691460751e-11,1.65999378939949e-07,15.2319286300732,ITGA1
6.6951800252279,4.24665918395729,12.0039825348896,3.79077146906553e-09,3.75519731850142e-06,11.0941080661938,CXCR6
5.6194497431285,5.73173246395759,13.871185372804,5.02892876215819e-10,1.00264267195529e-06,13.0471071364551,ITGAE
5.26641236344414,3.64736127821067,11.2238751670799,9.53096457166614e-09,6.90994931445795e-06,10.1487636609258,CCR2
5.10567753025211,2.01234839111573,8.7768843751395,2.4777928621478e-07,4.92117862228075e-05,7.0567186564441,CPNE7
4.76443765773777,3.51136920852926,9.64935245307944,7.23197209074528e-08,2.62158988289516e-05,8.3417981734503,DAPK2
4.71670722091686,2.49666769859914,6.59192565241756,8.09257868800707e-06,0.000447685844790023,3.93133874579873,DAB2IP
4.45427992332945,3.73522808048071,6.72323981243068,6.44784972872018e-06,0.00039368804271793,4.14952209462551,DUSP6
4.4199440129544,4.86405935788146,9.26879548828969,1.22483843041793e-07,3.756956339455e-05,7.93039477057062,SPRY1
4.41259329412583,3.54749162422197,9.39794184053913,1.02251885321997e-07,3.26183514177172e-05,7.97782069137557,GCNT1
4.38662170850415,5.12991381997453,10.4534666702972,2.49456152634575e-08,1.32627521150716e-05,9.5189123785231,CCR5
4.28426747822485,6.87862290966026,13.1539216487834,1.06150779725704e-09,1.69310493662498e-06,12.6303733235205,GLUL
4.25400472696183,1.90677530013087,6.99096477768615,4.08699249694167e-06,0.00029363752399198,4.51181491782499,AC017002.2
4.18865613675524,3.40773432682881,6.088916710913,1.97505650343887e-05,0.000820368521610677,3.06681436486932,IFNG
4.08853426797592,2.18018639188257,7.65921726544206,1.3656147988525e-06,0.000145210373611316,5.59812173176132,COL5A1
4.02156904077319,4.90500648943028,7.49184806414894,1.78719040945357e-06,0.000167680511945791,5.38345569469423,PHLDA1
3.94157775300094,2.80404196663773,7.1738536058267,3.00992640798776e-06,0.000241948180170729,4.869136628944,C10orf128
3.8831895543391,1.96012209738996,6.79546506757364,5.69612868050692e-06,0.000369138540348546,4.23322612921066,MAMLD1
3.83144609442968,1.64654910427324,7.87216169920107,9.74830845028359e-07,0.000119604245986172,5.67824833333435,IL2RA
3.63771683777914,7.4288278509041,6.55822140446845,8.58180173292191e-06,0.000456265792133682,3.66174006868127,RGS1
3.58915659333945,5.98272215188458,14.4340195170008,2.86322501581778e-10,7.61140650038226e-07,13.7480446705756,ARHGEF12
3.58380229005237,4.82273667917109,6.55427449959879,8.64108087875065e-06,0.000456374966940639,3.86143588235084,IRF4
3.49298737658708,4.33532016281924,6.13248956968931,1.82563886823358e-05,0.000778581282040791,3.11162840570346,IL18RAP
3.4843265625098,2.36639034843607,6.8009206116395,5.64320589336798e-06,0.000368889893439423,4.2610434302087,OTOF
3.48130490574917,5.85464984149269,8.92311646128982,2.00386141638782e-07,4.43910966547024e-05,7.50443653709044,RASGEF1B
3.46907567134455,3.77830588973298,5.46071977478439,6.31848636243042e-05,0.00179323589823426,1.9224432371671,PDCD1
3.28865873973445,2.98411290023275,8.49087984091676,3.78004291934639e-07,5.91094946701716e-05,6.65153947564086,AC092580.4
3.28836054021599,3.58931711662252,6.58987050303115,8.12155827148432e-06,0.000447685844790023,3.92536791530516,CSF1
3.27567785922036,5.875683210993,8.64170149012741,3.0216747323734e-07,5.07153951291472e-05,7.10954316584994,GFI1
3.22525029059676,2.25845459501718,5.80142988407587,3.34059779754428e-05,0.00119749608999184,2.57765281562485,C6orf27
3.22319986605737,5.01725942010605,5.97433769350805,2.43197457577562e-05,0.000969749862090528,2.8178917583672,PTGDR
3.07683469676655,6.16983117095726,8.14431924298805,6.38904639943358e-07,8.35289262876767e-05,6.34769104979693,AC020916.1
