Symbol	BB_001	BB_004	BB_005	MP_001	MP_004	MP_005	SS_001	SS_003	SS_004	SS_005	SS_006	SS_007
5S_rRNA.105	0	0	0	0	0	0	3	1	0	0	0	0
5S_rRNA.118	0	0	0	1	2	0	1	4	0	0	0	0
5S_rRNA.129	0	0	0	0	0	0	0	5	0	0	0	0
5S_rRNA.134	2	0	3	0	0	0	0	0	0	0	0	0
5S_rRNA.159	0	0	0	0	0	1	0	0	0	0	0	0
5S_rRNA.163	0	0	0	0	0	0	0	0	0	0	0	1
5S_rRNA.169	0	0	3	5	0	0	1	2	0	0	1	2
5S_rRNA.184	0	0	0	0	0	0	0	0	0	0	2	0
5S_rRNA.19	0	0	0	0	0	0	0	0	5	0	0	0
5S_rRNA.201	0	0	0	0	0	1	0	0	0	0	0	0
5S_rRNA.202	9	0	0	0	0	0	0	1	0	0	0	0
5S_rRNA.203	0	0	0	0	0	0	2	0	0	0	0	0
5S_rRNA.209	0	0	4	0	0	6	1	0	0	1	1	3
5S_rRNA.235	0	0	0	0	0	2	0	1	0	0	0	0
5S_rRNA.240	0	0	0	0	0	0	0	1	0	0	0	0
5S_rRNA.241	0	0	30	2	0	47	0	3	0	20	18	27
5S_rRNA.242	2	0	0	0	0	0	0	3	0	0	1	1
5S_rRNA.257	0	0	0	0	0	0	0	0	16	2	0	0
5S_rRNA.262	3	0	3	3	0	3	6	10	0	3	1	5
5S_rRNA.27	0	0	1	3	17	0	5	8	0	2	4	2
5S_rRNA.286	0	0	0	0	0	0	0	3	0	0	0	0
5S_rRNA.291	0	0	0	0	0	0	0	0	12	0	0	0
5S_rRNA.296	0	0	0	0	0	0	0	2	0	0	0	0
5S_rRNA.300	2	0	0	10	0	0	6	0	0	0	3	2
5S_rRNA.306	3	0	3	0	0	4	0	0	0	2	0	1
5S_rRNA.309	0	0	0	6	0	7	2	9	0	4	1	0
5S_rRNA.315	0	0	0	0	0	0	0	0	0	0	0	1
5S_rRNA.316	0	0	0	0	0	0	0	6	0	0	0	0
5S_rRNA.320	0	0	0	3	5	0	0	2	15	8	0	7
5S_rRNA.321	0	0	0	0	0	0	10	0	0	4	5	0
5S_rRNA.328	0	0	0	0	0	0	0	0	0	0	1	0
5S_rRNA.329	0	0	0	3	0	0	0	2	0	0	3	0
5S_rRNA.331	2	0	1	0	0	0	0	1	0	2	4	2
5S_rRNA.346	0	0	0	0	0	0	1	0	0	0	0	0
5S_rRNA.350	0	0	0	0	0	1	0	0	0	0	0	2
5S_rRNA.358	0	0	0	5	0	0	0	0	0	0	0	1
5S_rRNA.368	0	0	0	3	0	0	0	0	0	1	1	4
5S_rRNA.37	11	0	2	2	2	0	6	5	0	0	1	6
5S_rRNA.390	0	0	0	0	0	4	0	0	0	0	0	3
5S_rRNA.40	0	0	0	0	0	0	5	0	0	0	0	1
5S_rRNA.429	0	0	0	3	12	0	0	0	0	0	1	0
5S_rRNA.435	3	0	0	2	0	2	2	0	0	0	2	2
5S_rRNA.436	0	0	5	9	0	4	2	0	0	5	1	0
5S_rRNA.438	1	0	1	0	0	0	0	0	0	0	0	2
5S_rRNA.442	0	0	3	10	0	8	3	7	0	8	1	4
5S_rRNA.444	0	0	0	0	0	0	0	0	0	0	2	0
5S_rRNA.445	2	0	2	0	0	2	0	0	0	0	3	3
5S_rRNA.448	0	0	0	0	0	0	0	0	0	0	1	0
5S_rRNA.455	4	0	1	0	7	6	0	0	0	0	1	1
5S_rRNA.489	0	0	0	0	0	3	0	0	0	0	1	0
5S_rRNA.494	0	0	2	0	0	1	2	0	0	0	1	0
5S_rRNA.97	0	0	0	0	0	0	0	0	0	0	1	0
7SK.102	5	0	6	1	0	13	4	8	0	8	14	6
7SK.104	14	0	7	5	7	15	4	13	13	18	12	12
7SK.107	3	0	1	4	9	0	1	0	0	0	0	2
7SK.11	0	0	1	1	0	3	0	11	0	0	2	13
7SK.113	0	0	0	0	0	0	0	0	10	0	0	0
7SK.115	0	0	0	1	0	0	0	0	0	0	0	0
7SK.119	4	0	12	0	0	0	0	0	0	0	4	1
7SK.124	0	0	0	0	0	0	0	0	0	0	1	0
7SK.127	0	0	0	0	0	0	3	2	0	0	5	1
7SK.128	0	0	1	0	0	0	1	0	18	0	0	0
7SK.136	0	0	0	0	0	0	1	0	0	0	0	0
7SK.15	3	0	1	0	1	1	0	3	0	1	1	2
7SK.153	0	0	0	0	0	1	0	0	0	0	0	0
7SK.156	0	0	1	0	0	0	5	3	0	0	1	0
7SK.161	0	0	2	0	0	3	0	0	0	0	0	0
7SK.17	1	0	0	0	0	0	0	0	0	0	0	0
7SK.172	0	0	2	2	0	3	10	1	0	0	0	2
7SK.175	0	0	0	0	0	4	0	0	0	0	0	0
7SK.179	0	0	0	0	0	0	0	0	0	0	1	0
7SK.185	1	0	0	0	0	0	0	0	0	0	0	0
7SK.187	0	0	3	3	0	4	3	0	0	2	0	1
7SK.189	0	0	0	0	0	0	0	0	0	0	1	0
7SK.194	0	0	10	9	0	3	2	9	0	0	4	2
7SK.195	0	0	1	0	0	0	0	0	1	1	0	0
7SK.2	0	0	0	0	0	0	0	0	0	0	5	26
7SK.208	9	1	9	2	6	1	2	4	2	8	11	11
7SK.215	3	0	1	2	0	0	4	0	0	4	0	1
7SK.219	0	0	0	2	0	0	0	2	0	1	3	3
7SK.22	0	0	1	0	0	0	1	0	0	0	0	0
7SK.221	0	0	1	2	0	0	0	0	0	4	1	0
7SK.234	0	0	1	0	0	0	0	0	0	0	0	0
7SK.24	0	0	0	0	0	0	0	0	0	0	1	0
7SK.240	0	0	0	0	0	0	0	0	0	0	1	0
7SK.25	0	0	0	1	0	0	0	1	0	1	2	0
7SK.250	0	0	0	6	0	1	0	0	0	4	0	0
7SK.255	0	0	2	0	0	0	0	0	0	0	0	0
7SK.26	147	2	76	29	28	48	54	52	29	61	88	97
7SK.260	2	0	7	16	0	6	8	1	0	6	11	17
7SK.261	0	0	1	0	0	0	0	0	0	0	0	0
7SK.266	0	0	1	4	0	1	0	0	0	0	1	1
7SK.276	0	0	0	2	0	0	0	0	0	0	0	0
7SK.278	0	0	0	0	0	0	0	0	6	0	0	0
7SK.280	0	0	8	13	0	10	0	0	0	1	5	3
7SK.292	0	0	0	0	0	0	0	0	0	0	0	1
7SK.297	0	0	1	3	5	0	0	3	0	0	0	0
7SK.30	646	158	557	130	187	259	313	332	152	404	426	381
7SK.31	14	1	10	2	2	8	12	8	5	22	11	10
7SK.33	0	0	2	0	0	0	4	1	0	0	3	0
7SK.37	12	0	8	1	2	3	4	3	1	3	5	6
7SK.38	0	0	0	0	0	0	0	0	0	1	0	0
7SK.44	0	0	0	3	0	0	0	3	0	0	0	0
7SK.45	0	0	7	2	0	1	0	3	0	4	1	4
7SK.47	0	0	0	0	0	0	0	1	0	0	0	0
7SK.50	0	0	0	0	0	0	1	0	0	0	0	0
7SK.53	111	77	113	31	8	33	77	66	49	118	75	77
7SK.58	102	26	65	29	18	31	62	51	21	68	59	80
7SK.60	0	0	0	0	0	0	0	1	0	0	0	0
7SK.62	0	0	1	0	0	0	0	0	0	0	0	1
7SK.63	4	0	21	23	29	17	3	18	0	8	10	8
7SK.65	0	0	0	1	0	5	0	0	0	0	0	3
7SK.69	0	0	0	0	0	2	2	0	0	1	0	0
7SK.71	53	3	19	7	4	10	16	14	1	23	24	30
7SK.73	21	0	20	21	25	37	22	32	16	24	28	28
7SK.77	83	13	50	14	11	26	41	37	30	63	43	55
7SK.78	0	0	2	0	0	0	1	0	0	1	2	0
7SK.79	0	0	0	0	0	2	0	0	0	0	0	0
7SK.8	1	0	0	1	0	1	1	1	0	0	1	3
7SK.80	460	56	588	154	157	201	370	341	69	481	447	399
7SK.83	0	0	0	0	0	0	0	0	0	0	0	1
7SK.86	3	0	0	0	5	0	3	0	0	0	0	0
7SK.87	16	0	2	6	0	7	9	13	0	2	2	5
7SK.9	8	83	8	18	0	8	11	0	0	4	12	6
7SK.90	0	0	0	0	0	0	3	4	0	0	0	3
7SK.92	2	0	11	3	0	3	5	8	0	7	8	10
7SK.93	0	0	0	0	0	0	0	0	1	0	0	0
7SK.97	0	0	43	0	0	68	5	6	0	26	10	48
A1BG	45	0	82	20	27	61	48	18	0	73	20	24
A2LD1	27	0	19	15	2	9	48	31	0	12	23	16
A2M	83	0	0	28	0	0	23	127	0	0	0	0
A2ML1	0	0	0	0	0	0	0	5	20	0	0	0
A3GALT2P	0	0	2	0	0	0	0	3	0	0	0	1
A4GALT	0	0	0	1	0	0	0	0	0	0	0	0
AAAS	134	44	126	102	69	116	127	111	46	137	125	109
AACS	252	286	169	189	152	168	180	174	53	134	102	145
AADAT	0	1	0	0	0	0	0	3	0	0	0	0
AAGAB	228	102	125	195	114	88	199	169	118	146	228	180
AAK1	1083	916	1102	1086	482	1357	1120	1559	224	1094	1199	1673
AAMP	234	212	180	169	293	257	227	239	81	253	228	174
AANAT	4	0	0	0	0	0	0	0	0	0	0	1
AARS	185	277	224	135	144	213	135	212	56	201	257	268
AARS2	234	86	267	137	249	284	265	249	41	273	210	258
AARSD1	80	167	103	55	61	100	66	91	72	114	105	130
AASDH	79	31	81	117	19	68	92	104	51	64	64	104
AASDHPPT	132	0	166	149	20	81	133	136	41	66	127	146
AASS	0	0	18	2	0	18	27	32	11	57	41	67
AATF	263	722	269	179	297	217	140	256	239	331	397	258
AATK	0	0	1	0	0	3	0	31	5	6	6	6
AB015752.1	4	0	0	0	0	0	0	0	0	0	0	0
AB015752.3	5	0	1	7	0	0	6	4	0	0	1	1
AB015752.4	4	0	0	1	0	0	0	3	0	0	0	0
AB019438.63	18	0	2	8	0	3	10	2	0	0	4	7
AB019438.66	1	0	0	0	0	0	1	1	0	2	0	2
AB019440.1	0	0	0	0	0	4	0	0	0	0	0	0
AB019441.29	2	26	17	2	10	8	4	1	0	17	35	23
ABAT	126	59	30	47	45	77	104	93	34	98	83	94
ABC11-48400900C8.1	0	0	0	0	0	0	3	0	0	0	0	0
ABC12-49244600F4.3	235	366	107	156	202	168	145	206	67	167	123	121
ABC7-42389800N19.1	181	126	135	112	62	61	120	94	19	95	102	118
ABCA1	95	81	15	425	23	60	50	61	76	60	127	291
ABCA10	5	40	12	35	9	31	24	13	0	12	18	22
ABCA11P	549	229	308	497	60	218	492	559	80	174	330	462
ABCA13	0	0	0	2	0	4	0	5	0	4	0	1
ABCA17P	0	0	3	6	0	4	1	9	0	3	1	9
ABCA2	2883	652	723	2065	2107	701	3616	1203	439	1512	1129	238
ABCA3	166	147	109	135	237	103	188	170	17	112	138	97
ABCA4	0	0	0	6	0	0	8	7	0	0	0	0
ABCA5	397	99	211	446	11	191	459	412	39	181	272	408
ABCA6	6	0	3	12	0	5	0	0	0	0	5	6
ABCA7	1557	1227	1157	700	1442	1454	922	1015	342	1408	1460	1404
ABCA8	0	0	0	15	0	0	0	10	0	3	1	0
ABCA9	1	0	1	8	0	6	8	2	0	1	2	2
ABCB1	776	170	220	906	73	161	887	399	117	251	151	78
ABCB10	195	48	131	161	134	87	153	149	27	94	152	140
ABCB11	0	0	0	0	0	0	2	2	0	0	0	0
ABCB4	0	0	0	5	0	2	7	2	22	0	1	0
ABCB5	0	0	0	9	0	0	0	0	0	0	0	0
ABCB6	11	0	12	6	7	9	6	13	0	8	9	10
ABCB7	187	143	161	128	45	161	118	168	48	118	179	235
ABCB8	281	271	202	209	405	363	218	266	49	387	313	344
ABCB9	10	0	25	9	120	79	10	19	0	24	16	12
ABCC1	1188	648	937	973	978	901	1624	2613	518	1088	1736	1121
ABCC10	573	317	452	358	489	469	515	492	103	563	443	432
ABCC11	2	0	3	0	0	0	9	7	0	2	0	1
ABCC2	34	0	32	16	39	47	22	27	0	44	24	47
ABCC3	0	0	2	2	8	5	0	0	0	0	1	3
ABCC4	204	0	118	147	40	126	131	97	40	97	142	144
ABCC5	285	156	227	280	305	290	307	341	108	367	289	293
ABCC6	0	53	0	0	0	0	6	6	0	4	0	0
ABCC8	0	0	0	0	0	0	1	4	0	0	0	0
ABCC9	0	0	0	0	0	0	0	2	0	0	0	0
ABCD1	93	92	67	65	97	91	71	93	36	133	123	76
ABCD1P2	0	0	0	0	0	0	0	0	0	0	1	0
ABCD2	263	79	337	218	45	221	213	169	56	218	264	319
ABCD3	139	22	121	159	53	150	232	220	53	117	120	174
ABCD4	219	373	307	206	207	353	291	353	104	343	308	382
ABCE1	239	70	357	311	60	246	311	282	81	236	449	528
ABCF1	325	413	249	209	349	352	266	257	200	456	415	408
ABCF2	229	373	199	174	165	229	222	253	48	222	319	247
ABCF3	312	506	279	271	251	317	313	338	191	348	373	390
ABCG1	370	254	170	314	187	272	126	127	121	315	322	257
ABCG2	0	0	16	2	0	2	3	7	7	8	3	3
ABCG4	0	0	0	0	0	0	0	0	0	3	1	0
ABHD1	4	0	2	0	0	11	10	0	0	5	1	7
ABHD10	103	0	156	89	43	61	97	97	0	85	108	178
ABHD11	55	0	38	40	37	24	66	39	15	46	38	40
ABHD12	142	107	131	55	206	95	112	99	71	144	156	109
ABHD13	160	72	195	187	53	85	117	180	59	95	268	317
ABHD14A	38	0	24	28	12	32	71	65	52	35	65	42
ABHD14B	223	29	290	128	127	189	226	321	31	320	489	506
ABHD15	500	349	118	253	235	141	374	309	307	212	191	104
ABHD16A	29	0	22	74	50	33	45	40	0	37	46	41
ABHD16B	0	1	0	0	0	0	0	0	0	0	0	0
ABHD2	577	186	544	382	282	471	628	759	168	652	850	758
ABHD3	86	0	108	115	25	91	110	116	22	135	188	167
ABHD4	123	0	34	50	37	57	107	68	37	71	74	47
ABHD5	28	35	15	80	58	18	33	38	31	19	36	45
ABHD6	26	0	20	33	33	23	42	23	6	22	36	27
ABHD8	24	109	40	18	5	51	39	35	0	44	50	62
ABI1	443	271	405	428	135	300	359	492	230	449	591	573
ABI2	256	0	326	207	92	216	219	210	105	241	321	424
ABI3	601	33	79	324	287	101	512	130	57	176	23	40
ABI3BP	12	0	0	9	0	0	1	1	0	0	0	0
ABL1	934	171	354	577	375	346	740	451	160	588	459	452
ABL2	315	117	509	400	182	447	390	476	63	491	490	650
ABLIM1	2497	1888	4786	2190	597	3668	2538	2243	533	3455	3474	6308
ABLIM2	59	0	19	39	33	11	37	42	0	38	68	31
ABLIM3	3	0	1	0	0	0	14	26	0	2	0	1
ABO	0	0	0	0	0	0	0	0	13	5	0	0
ABR	1424	570	400	1135	707	388	1491	909	241	802	873	548
ABT1	215	422	323	149	199	190	159	140	106	338	315	340
ABT1P1	0	0	0	0	0	0	0	0	0	0	1	0
ABTB1	476	576	667	342	604	824	533	666	294	659	644	774
ABTB2	98	70	7	73	28	9	62	18	28	36	24	10
AC000029.3	1	0	2	2	7	4	4	0	0	2	1	0
AC000035.3	0	0	0	2	0	0	0	0	0	0	1	0
AC000068.5	8	13	2	3	0	3	3	13	0	7	5	9
AC000078.5	0	0	3	0	0	0	0	0	0	3	1	4
AC000079.1	0	0	0	0	0	0	0	0	0	1	0	0
AC000089.3	7	1	0	4	1	4	3	0	2	4	3	2
AC000095.8	45	0	29	4	64	56	15	13	26	49	26	27
AC000120.1	0	0	0	0	0	0	0	0	0	0	1	1
AC000120.7	23	41	11	18	9	13	16	28	9	18	9	24
AC000120.8	0	0	1	0	0	0	5	0	0	0	3	0
AC002055.4	21	0	19	25	3	22	21	28	8	25	34	40
AC002069.6	0	36	0	0	0	0	0	0	0	0	0	0
AC002073.1	11	0	2	0	0	2	0	0	0	0	1	5
AC002075.4	3	0	3	0	0	0	1	1	0	1	0	2
AC002094.1	0	0	0	0	0	0	1	0	0	3	2	0
AC002115.6	0	0	5	4	14	0	6	12	0	9	10	12
AC002116.5	0	0	0	0	0	0	0	0	0	0	0	1
AC002117.1	29	0	26	37	2	20	32	16	0	3	7	28
AC002126.5	78	0	62	61	87	69	115	99	11	36	35	62
AC002126.6	0	0	0	0	0	0	0	0	0	1	0	0
AC002310.1	9	0	4	3	0	9	4	15	0	17	5	25
AC002310.2	9	0	0	2	0	0	0	0	0	0	0	0
AC002310.7	0	0	0	0	0	0	0	0	0	3	0	1
AC002314.2	0	0	0	0	0	0	0	1	0	0	0	0
AC002314.3	2	0	0	2	0	0	2	6	0	0	0	0
AC002331.1	0	0	0	3	7	0	0	0	0	0	3	0
AC002368.3	0	0	0	0	0	0	0	0	0	2	0	0
AC002383.2	0	0	0	0	0	0	0	0	0	4	0	0
AC002456.2	0	0	0	0	0	0	3	0	0	0	0	0
AC002467.7	4	0	3	2	9	8	4	19	0	9	8	15
AC002470.1	0	0	0	2	0	3	0	0	0	0	0	0
AC002472.11	0	0	0	0	0	0	1	0	0	0	0	0
AC002472.13	0	0	0	0	6	2	0	1	0	0	1	0
AC002472.8	32	0	4	1	0	6	6	6	0	14	6	1
AC002472.9	44	0	35	14	35	19	30	28	4	17	25	26
AC002480.2	0	0	0	0	0	0	0	0	0	0	0	1
AC002480.3	0	0	0	0	0	0	0	8	0	0	0	0
AC002480.5	0	0	0	0	0	0	0	0	0	0	0	1
AC002511.1	1	0	0	0	0	0	0	0	5	0	0	0
AC002553.1	0	0	0	0	0	0	0	3	0	0	1	2
AC002553.4	0	0	0	1	0	1	0	0	0	0	0	0
AC003029.4	0	0	2	2	0	0	3	0	0	0	0	0
AC003051.1	0	0	6	2	0	0	2	3	0	3	0	3
AC003075.4	9	0	7	3	0	5	12	4	0	4	16	13
AC003080.4	2	0	0	0	0	0	0	0	0	0	0	0
AC003090.1	0	0	1	0	0	12	0	0	0	0	1	5
AC003101.1	0	0	0	0	0	0	0	0	0	0	0	1
AC003102.3	4	0	2	0	0	0	0	0	0	0	0	1
AC003104.1	31	0	12	22	0	12	21	27	0	14	39	29
AC003665.1	0	0	0	0	0	3	0	0	0	0	1	0
AC003681.1	0	0	0	0	0	0	0	0	0	0	1	1
AC003958.2	0	0	0	0	1	0	0	0	0	0	0	0
AC003963.1	10	0	3	0	0	2	0	0	0	1	0	1
AC003991.3	3	0	0	0	0	1	1	2	0	0	1	0
AC004014.4	0	0	0	0	0	0	0	0	0	1	0	0
AC004016.2	9	0	2	2	0	0	0	3	0	0	3	1
AC004017.1	10	0	7	18	5	14	0	4	0	5	6	6
AC004019.10	0	0	0	0	0	0	0	0	12	0	1	1
AC004019.13	1	0	1	0	3	1	0	1	0	0	2	1
AC004041.2	3	0	0	0	0	0	0	0	0	0	1	0
AC004049.2	11	0	20	10	0	32	11	24	0	15	6	17
AC004049.3	1	0	2	1	0	1	1	2	0	0	1	2
AC004057.1	150	63	208	5	4	6	2	3	0	6	10	6
AC004066.1	24	13	108	22	46	68	41	44	53	88	150	100
AC004067.4	9	0	13	0	9	22	3	8	0	4	6	7
AC004069.2	0	0	7	7	0	0	1	2	1	0	1	3
AC004073.1	0	0	0	0	0	0	1	0	0	0	0	0
AC004073.2	0	0	1	0	0	0	0	0	0	0	0	0
AC004074.3	0	0	0	1	1	0	0	0	0	0	1	0
AC004112.4	0	0	0	0	0	0	0	0	0	0	0	1
AC004112.6	0	0	0	0	0	0	0	0	9	0	0	0
AC004148.1	38	88	57	35	48	53	34	46	52	70	56	109
AC004158.1	0	0	0	0	0	0	0	0	1	1	0	0
AC004161.4	0	0	0	0	0	0	2	0	0	0	0	0
AC004222.1	0	0	0	0	0	0	0	0	0	0	0	1
AC004223.1	57	0	45	36	7	36	59	59	0	32	51	49
AC004237.1	0	0	0	0	0	0	0	0	0	0	1	0
AC004381.6	18	0	1	0	0	0	4	2	0	0	2	0
AC004383.3	0	0	1	0	0	3	0	0	0	0	0	0
AC004383.4	0	0	2	0	0	3	0	0	0	0	0	0
AC004386.1	27	9	47	57	68	41	41	38	6	41	25	41
AC004410.1	205	0	317	164	233	500	191	231	29	413	167	332
AC004448.3	4	1	4	1	3	7	0	3	1	6	7	5
AC004448.4	0	0	1	0	0	0	0	0	0	0	0	0
AC004453.8	3	0	12	1	1	3	2	4	0	8	8	7
AC004471.9	0	0	4	0	0	0	0	0	0	2	0	0
AC004507.1	0	0	5	2	0	1	1	4	0	10	3	5
AC004510.1	1	0	0	3	0	0	1	0	0	2	1	1
AC004510.2	4	0	4	0	12	4	4	2	0	5	3	8
AC004538.3	0	0	0	0	0	1	0	0	0	3	0	1
AC004540.5	3	0	0	0	0	0	0	0	0	0	0	0
AC004549.6	3	0	1	0	0	0	4	7	0	4	2	1
AC004593.2	63	0	7	28	26	0	34	18	0	22	10	0
AC004696.1	4	0	25	0	0	33	14	7	0	17	3	40
AC004743.1	0	0	4	0	5	2	2	3	0	5	3	8
AC004771.1	1	0	1	0	0	0	0	0	0	0	0	1
AC004771.2	3	0	2	1	5	0	4	6	0	2	0	1
AC004782.1	7	0	5	16	0	8	12	4	0	3	1	12
AC004797.1	0	0	0	0	0	0	0	0	1	0	0	1
AC004815.1	0	0	0	3	0	0	0	0	0	3	1	1
AC004832.1	38	0	16	32	32	17	28	1	0	11	49	12
AC004840.8	0	0	1	2	0	0	0	0	0	0	1	0
AC004840.9	353	120	47	233	273	78	379	113	1	115	60	45
AC004841.1	10	0	7	2	2	5	1	10	0	17	7	13
AC004854.4	46	0	20	36	19	4	9	31	0	9	10	4
AC004855.1	9	0	0	0	0	1	0	0	0	2	1	1
AC004863.6	24	0	2	0	8	3	12	31	0	3	20	0
AC004870.5	0	0	0	0	0	0	0	0	0	0	1	0
AC004877.1	15	0	22	13	0	49	10	22	0	21	13	18
AC004878.2	0	0	0	0	0	0	0	0	0	0	0	1
AC004878.3	0	0	0	0	0	1	0	0	0	0	2	2
AC004878.7	1	0	0	0	0	2	0	4	0	9	2	0
AC004893.10	3	0	1	0	0	0	0	0	0	0	2	1
AC004893.11	87	0	110	71	80	133	109	95	42	162	208	183
AC004895.1	5	0	3	1	0	5	6	5	0	9	5	7
AC004895.4	2	0	1	0	0	0	0	1	0	3	0	1
AC004898.1	0	0	0	0	0	0	0	0	17	0	0	0
AC004923.1	5	0	0	0	0	3	4	2	0	3	2	1
AC004941.3	0	0	0	0	0	0	0	2	0	0	0	0
AC004945.2	3	0	41	3	0	16	0	0	0	4	1	1
AC004951.5	61	1	38	37	61	66	64	61	16	44	34	57
AC004951.6	240	152	179	158	386	508	267	244	75	208	214	241
AC004967.11	14	0	5	26	0	11	10	9	0	2	3	11
AC004967.7	29	210	37	31	37	46	43	57	10	55	27	49
AC004967.8	58	0	17	42	11	36	26	35	0	17	13	50
AC004968.1	15	0	4	8	4	16	2	0	0	8	4	7
AC004979.5	0	0	0	0	0	0	0	0	0	0	0	1
AC004980.10	4	0	0	0	0	0	0	0	0	0	0	0
AC004980.11	1	0	0	0	0	3	0	3	0	1	2	0
AC004980.7	91	201	65	41	86	119	61	42	52	74	72	101
AC004980.9	1	0	1	0	0	3	0	0	0	1	0	0
AC004985.12	33	0	14	5	9	15	5	33	6	17	16	16
AC004985.13	63	2	120	38	57	164	37	92	11	116	85	159
AC004987.9	0	0	1	0	0	0	0	0	0	0	0	0
AC004997.1	6	0	1	0	8	6	4	0	0	7	2	0
AC005003.1	29	17	28	4	14	24	29	16	9	22	12	14
AC005004.1	0	0	1	0	0	0	1	0	0	0	2	3
AC005005.2	0	0	1	0	0	0	0	0	0	0	0	1
AC005009.2	0	0	0	0	0	0	2	0	0	0	0	0
AC005014.5	0	0	0	0	0	1	2	0	0	1	0	0
AC005017.1	0	0	1	0	0	0	4	1	0	1	1	1
AC005027.4	0	0	0	0	0	0	0	0	0	1	0	0
AC005035.1	74	43	160	102	38	167	66	113	79	126	221	275
AC005035.2	0	0	0	0	0	0	0	0	0	0	2	0
AC005037.3	0	0	11	6	17	5	1	1	0	9	14	13
AC005037.7	0	0	0	0	0	0	0	0	8	0	0	0
AC005041.9	0	0	0	0	0	0	0	0	0	0	1	0
AC005042.2	3	0	4	5	0	5	3	6	0	5	2	7
AC005062.2	2	0	0	0	0	0	8	6	0	0	0	0
AC005062.3	8	3	6	2	1	0	4	4	2	5	9	12
AC005071.1	15	0	6	7	27	5	8	3	5	7	4	8
AC005071.4	84	81	72	52	125	70	39	53	35	128	88	99
AC005075.5	0	0	1	0	0	0	3	0	0	8	0	0
AC005076.5	0	0	6	3	0	3	10	6	31	7	2	7
AC005077.12	0	0	0	0	0	0	4	1	0	0	0	0
AC005077.14	0	0	0	0	0	0	12	5	0	0	0	0
AC005077.5	0	0	0	0	0	0	0	0	0	2	0	0
AC005077.7	0	0	3	0	0	0	0	0	0	0	1	1
AC005077.8	6	0	0	0	0	1	0	2	0	0	0	0
AC005082.1	0	0	2	0	4	1	0	6	0	0	0	0
AC005082.12	0	0	2	0	0	3	0	0	0	5	6	7
AC005083.1	12	0	0	5	0	0	0	3	0	0	0	1
AC005086.2	0	0	0	0	0	0	0	0	0	1	1	0
AC005086.3	8	0	2	8	0	2	0	0	0	4	4	3
AC005152.2	0	0	0	0	0	0	0	1	0	0	0	0
AC005152.3	0	0	0	0	0	0	9	2	0	0	0	0
AC005154.5	49	0	66	30	30	27	54	40	0	47	51	65
AC005154.6	214	125	203	245	186	263	186	226	98	199	189	252
AC005154.7	39	0	27	35	46	58	14	42	24	28	22	48
AC005154.9	3	0	2	0	0	1	0	4	0	0	1	9
AC005160.3	0	0	0	0	0	2	0	0	0	0	0	6
AC005174.2	0	0	0	0	0	0	0	0	0	0	1	0
AC005178.1	0	0	0	0	0	0	0	0	7	0	0	0
AC005189.6	0	0	3	0	0	0	0	0	0	0	1	1
AC005204.2	0	0	0	4	0	0	1	0	0	0	3	2
AC005220.3	0	0	0	0	0	0	5	0	0	0	2	0
AC005224.1	0	0	0	1	0	0	0	1	0	0	2	1
AC005224.2	6	0	8	4	0	14	9	4	0	4	9	9
AC005237.4	0	0	0	0	0	0	0	0	0	2	0	2
AC005239.1	0	0	1	1	3	2	2	0	0	9	6	3
AC005251.3	1	0	0	0	0	1	0	0	0	6	1	0
AC005262.1	8	0	17	0	0	14	6	2	0	9	23	37
AC005280.1	0	0	0	0	0	0	2	0	0	4	3	2
AC005300.5	0	0	0	3	0	2	0	0	0	0	0	0
AC005301.5	0	1	68	6	0	50	1	8	0	28	1	29
AC005304.1	0	0	4	3	0	4	0	3	0	1	2	3
AC005329.6	0	0	0	0	0	0	0	0	0	0	0	1
AC005329.7	15	0	26	15	29	60	14	15	18	32	25	43
AC005332.1	77	0	20	75	21	27	84	56	0	47	44	54
AC005355.1	0	0	0	0	0	2	3	0	0	0	0	0
AC005355.2	0	0	0	2	0	0	0	0	0	0	0	0
AC005394.1	0	0	0	0	0	0	0	0	5	0	0	0
AC005412.1	0	0	1	1	0	0	0	0	0	0	2	1
AC005481.5	0	0	5	0	0	1	0	0	0	1	4	4
AC005487.2	3	0	0	0	0	0	2	0	0	0	0	0
AC005488.12	0	0	0	0	0	0	0	0	0	0	0	1
AC005493.1	0	0	0	0	0	3	0	0	0	0	0	0
AC005498.1	6	3	0	13	0	4	13	13	0	4	2	4
AC005510.2	0	0	2	0	0	0	0	0	0	0	0	2
AC005517.1	230	29	81	226	70	58	313	199	4	80	93	87
AC005517.3	0	0	0	0	4	0	0	0	0	2	0	0
AC005522.1	145	0	105	102	116	162	114	107	28	109	111	120
AC005532.5	6	0	6	6	0	10	6	2	0	3	3	1
AC005534.6	0	0	0	0	0	0	0	1	0	0	1	0
AC005534.8	12	22	22	11	5	11	0	10	0	17	12	32
AC005534.9	35	36	27	10	26	33	22	25	0	25	27	45
AC005540.3	20	0	14	5	33	20	19	12	8	18	13	8
AC005550.6	0	0	0	0	7	1	0	0	0	0	2	0
AC005562.1	0	0	0	0	0	1	0	0	0	0	0	0
AC005562.2	0	0	7	1	0	6	0	2	0	6	5	0
AC005562.3	0	0	1	0	0	0	0	0	0	0	0	1
AC005586.2	3	0	1	7	0	6	4	1	0	5	1	0
AC005594.1	0	0	0	2	0	0	0	0	0	0	3	0
